INSTNM,CITY,STABBR,ZIP,INSTURL,NPCURL,LATITUDE,LONGITUDE,ADM_RATE_ALL,ACTCMMID,SAT_AVG_ALL,UGDS,UG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,UGDS_BLACKNH,UGDS_API,UGDS_AIANOLD,UGDS_HISPOLD,UG_NRA,UG_UNKN,UG_WHITENH,UG_BLACKNH,UG_API,UG_AIANOLD,UG_HISPOLD,COSTT4_A,COSTT4_P,COST,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,DEBT_MDN,C100_4,UGDS_MEN,UGDS_WOMEN,C100_41
New College of Florida,Sarasota,FL,34243-2109,www.ncf.edu,www.ncfnetprice.com/,27.384925,-82.55858,0.598726115,28,1274,834,NULL,0.7074,0.0264,0.1523,0.024,0.0012,0,0.0456,0.018,0.0252,0.7685,0.023,0.0279,0.0097,0.1079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19858,0,19858,6916,29944,NULL,11000,0.5721,0.4077,0.5923,57.21
Valdosta State University,Valdosta,GA,31698,www.valdosta.edu,www.valdosta.edu/administration/finance-admin/financial-services/students/net-price-calculator.php,30.849236,-83.289925,0.541367238,22,1018,9235,7482,0.5208,0.3582,0.046,0.012,0.0023,0.0014,0.0297,0.0246,0.005,0,0,0,0,0,0.0183,0,0.7348,0.2192,0.0115,0.0025,0.0136,19838,0,19838,6142,16459,NULL,16250,0.1638,0.4084,0.5916,16.38
Jackson State University,Jackson,MS,39217,www.jsums.edu,www.jsums.edu/npc/npcalc.htm,32.296781,-90.20663,0.704724409,19,911,7160,5471,0.0415,0.9158,0.0036,0.0031,0.005,0,0.0123,0.0187,0,0.0386,0.9502,0.0018,0.0006,0.0037,0.0071,0,0.0108,0.9786,0.0018,0.0007,0.0009,19803,0,19803,6602,16174,NULL,21000,0.1887,0.3725,0.6275,18.87
University of Nebraska at Kearney,Kearney,NE,68849-1212,www.unk.edu,www.unk.edu/NetPriceCalculator/npcalc.htm,40.700787,-99.098237,0.841093865,23,1049,5081,5502,0.7935,0.0187,0.1,0.0085,0.0018,0.0006,0.0144,0.0555,0.0071,0.7892,0.0112,0.0069,0.0029,0.0489,0.0356,0.0522,0.8859,0.0069,0.0027,0.0024,0.0144,19797,0,19797,6586,12744,NULL,12500,0.2277,0.4308,0.5692,22.77
University of South Carolina-Aiken,Aiken,SC,29801,web.usca.edu,ie.usca.edu/NetPrice/npcalc.htm,33.572917,-81.767901,0.654614653,21,970,3023,3148,0.5911,0.2636,0.041,0.0126,0.0036,0,0.0364,0.0337,0.0179,0,0,0,0,0,0.0095,0.0111,0.7303,0.2192,0.0118,0.0038,0.0143,19759,0,19759,9602,18926,NULL,13000,0.195,0.3715,0.6285,19.5
University of Central Florida,Orlando,FL,32816,www.ucf.edu/,finaid.ucf.edu/NetPriceCalculator/,28.60106,-81.198805,0.496087401,26,1185,52280,28252,0.5519,0.1088,0.2303,0.0559,0.002,0.0023,0.0322,0.01,0.0067,0.6556,0.0909,0.0574,0.0041,0.1508,0.0171,0.0198,0.7227,0.0769,0.0485,0.0062,0.1088,19752,0,19752,6368,22467,NULL,14750,0.4014,0.452,0.548,40.14
Midwestern Baptist Theological Seminary,Kansas City,MO,64118-4697,https://www.mbts.edu,https://www.mbts.edu/admissions/financial-aid/,39.185691,-94.573185,0.763636364,20,970,346,110,0.8035,0.0983,0.0289,0.0347,0.0029,0,0.0173,0.0029,0.0116,0.5403,0.0436,0.2685,0.0235,0.0134,0.0182,0.0545,0.8636,0.0455,0,0,0.0182,19733,0,19733,5760,5760,NULL,7750,0.2222,0.6936,0.3064,22.22
Pennsylvania State University-Penn State Abington,Abington,PA,19001-3918,www.abington.psu.edu/,tuition.psu.edu/CostEstimate.aspx,40.116995,-75.110661,0.626517667,21,1089,3505,3048,0.5039,0.1312,0.0961,0.1703,0.002,0.0023,0.0208,0.0454,0.028,0,0,0,0,0,0.002,0,0.7841,0.0922,0.0879,0.0013,0.0325,19724,0,19724,13942,20778,NULL,20950,0.2336,0.4896,0.5104,23.36
Sam Houston State University,Huntsville,TX,77340,www.shsu.edu/,www.collegeforalltexans.com/apps/CollegeMoney/,30.7247,-95.5519,0.736675749,21,1000,16819,10855,0.54,0.1875,0.1888,0.0128,0.0046,0.0017,0.0299,0.0128,0.0219,0.6706,0.1592,0.0159,0.0067,0.1386,0.0051,0,0.7426,0.15,0.009,0.0055,0.0878,19721,0,19721,7294,15982,NULL,15940,0.29,0.4,0.6,29
Southern Connecticut State University,New Haven,CT,06515-1355,www.southernct.edu,www.southernct.edu/netpricecalculator/npcalc.htm,41.331852,-72.948806,0.715411559,20,932,8133,8080,0.5757,0.1602,0.1184,0.0273,0.0022,0.0001,0.024,0.0038,0.0883,0.6811,0.1258,0.0234,0.0027,0.0607,0.015,0.0917,0.6975,0.1225,0.0236,0.0026,0.047,19704,0,19704,9157,20937,NULL,15119,0.2275,0.3969,0.6031,22.75
Texas A & M University-Kingsville,Kingsville,TX,78363,WWW.TAMUK.EDU,www.collegeforalltexans.com/apps/CollegeMoney/,27.524852,-97.882342,0.835680751,19,922,8815,4822,0.1986,0.0698,0.6807,0.0087,0.0024,0.0011,0.0066,0.0237,0.0084,0.2391,0.0664,0.0105,0.004,0.6644,0.0214,0,0.2582,0.056,0.006,0.0031,0.6553,19700,0,19700,7554,18984,NULL,13720,0.1682,0.4699,0.5301,16.82
University of South Dakota,Vermillion,SD,57069-2390,WWW.USD.EDU,admissions.usd.edu/cost-and-aid/coyote-cost-estimator.cfm,42.784558,-96.924664,0.888198758,23,1044,6331,5147,0.87,0.0227,0.025,0.0133,0.016,0.0071,0.0267,0.0153,0.0039,0,0,0,0,0,0.0169,0.0806,0.8582,0.0085,0.0066,0.0229,0.0062,19695,0,19695,8022,10794,NULL,15500,0.3182,0.3707,0.6293,31.82
Lamar University,Beaumont,TX,77705,www.lamar.edu,www.collegeforalltexans.com/apps/CollegeMoney/,30.044274,-94.073389,0.788057743,21,963,9043,10713,0.4902,0.2831,0.1306,0.0426,0.0041,0.001,0.0188,0.0154,0.0143,0.5258,0.3157,0.0357,0.0049,0.077,0.0317,0,0.6779,0.2095,0.0286,0.0044,0.048,19692,0,19692,7659,16362,NULL,12244,0.1103,0.4233,0.5767,11.03
The University of Tennessee-Chattanooga,Chattanooga,TN,37403-2598,www.utc.edu,www.utc.edu/financial-aid/estimating-your-cost/net-price-calculator.php,35.048247,-85.299812,0.772807136,24,1088,10213,6993,0.7381,0.1115,0.034,0.0175,0.0025,0.0007,0.0801,0.0062,0.0094,0,0,0,0,0,0.0097,0,0.7788,0.1707,0.0265,0.0053,0.009,19619,0,19619,8138,24256,NULL,11250,0.161,0.4443,0.5557,16.1
The University of Texas at Tyler,Tyler,TX,75799-6699,www.uttyler.edu/,www.collegeforalltexans.com/apps/CollegeMoney/,32.314724,-95.249096,0.83580705,23,1051,5550,2602,0.5948,0.0914,0.1586,0.0285,0.0034,0.0011,0.0807,0.0193,0.0223,0.7635,0.0959,0.023,0.0093,0.0808,0.0088,0,0.8478,0.0892,0.0085,0.0115,0.0342,19552,0,19552,7312,18172,NULL,12208,0.2586,0.4259,0.5741,25.86
Western State Colorado University,Gunnison,CO,81231,www.western.edu,www.western.edu/future-students/financing-your-education/financial-aid-tools/net-price-calculator,38.547421,-106.91971,0.974145121,22,990,1936,2325,0.7541,0.0274,0.093,0.0108,0.0046,0.0052,0.0372,0.0062,0.0615,0.796,0.0209,0.0097,0.0086,0.0514,0,0.0602,0.8705,0.0108,0.009,0.006,0.0434,19547,0,19547,7874,18319,NULL,12000,0.1908,0.6028,0.3972,19.08
Eastern Michigan University,Ypsilanti,MI,48197,www.emich.edu,www.emich.edu/finaid/calculator/,42.245751,-83.624499,0.688673139,22,1028,17723,18189,0.6595,0.1965,0.0403,0.0229,0.0024,0.0008,0.0341,0.0204,0.0231,0.6521,0.2078,0.0247,0.0066,0.0249,0.0214,0.0405,0.7336,0.1582,0.0203,0.0056,0.0203,19532,0,19532,9663,25706,NULL,18538,0.1241,0.4129,0.5871,12.41
Lake Superior State University,Sault Ste Marie,MI,49783,www.lssu.edu,www.lssu.edu/netprice/,46.491736,-84.3655,0.910923277,22,1028,2213,3068,0.7926,0.0127,0.0176,0.0054,0.0863,0,0,0.0714,0.014,0.7851,0.0094,0.0045,0.0858,0.0106,0.1428,0.0016,0.7536,0.0075,0.0062,0.0828,0.0055,19524,0,19524,10253,15317,NULL,15250,0.1796,0.4867,0.5133,17.96
University of Southern Mississippi,Hattiesburg,MS,39406-0001,www.usm.edu,https://apps.usm.edu/admissions/financialAidCalculator/,31.327499,-89.33791,0.667350427,22,1029,11939,12143,0.6135,0.3061,0.0335,0.0121,0.0034,0.0012,0.0181,0.007,0.0051,0,0,0,0,0,0.0136,0.0102,0.7269,0.2247,0.011,0.0034,0.0101,19493,0,19493,6980,15550,NULL,15500,0.2502,0.3629,0.6371,25.02
Bowie State University,Bowie,MD,20715-9465,www.bowiestate.edu,www.bowiestate.edu/admissions/financial_aid/,39.018185,-76.759721,0.550626482,17,867,4401,3109,0.0239,0.8732,0.0268,0.0134,0.0009,0.0018,0.0332,0.0095,0.0173,0.0283,0.9008,0.0177,0.0038,0.0167,0.0093,0,0.0865,0.8688,0.0164,0.0045,0.0145,19456,0,19456,7299,17875,NULL,16375,0.0783,0.3858,0.6142,7.83
Texas State University,San Marcos,TX,78666,www.txstate.edu,www.finaid.txstate.edu/more-info/npc.html,29.889202,-97.936392,0.728995818,23,1032,32177,19412,0.5104,0.0827,0.3309,0.0211,0.003,0.0016,0.033,0.0046,0.0127,0.6574,0.0572,0.0231,0.0074,0.243,0.0081,0.013,0.7139,0.0506,0.0187,0.0057,0.1899,19428,0,19428,8950,19086,NULL,14500,0.266,0.44,0.56,26.6
University of North Texas,Denton,TX,76203-1277,www.unt.edu,www.collegeforalltexans.com/apps/CollegeMoney/,33.210958,-97.151211,0.662616034,24,1090,29758,21059,0.488,0.1237,0.2066,0.055,0.0044,0.0013,0.0756,0.0358,0.0096,0.6373,0.1309,0.0578,0.0074,0.1249,0.0277,0.0214,0.71,0.1034,0.0433,0.0082,0.0861,19405,0,19405,9346,18034,NULL,13412,0.2589,0.4833,0.5167,25.89
Florida Agricultural and Mechanical University,Tallahassee,FL,32307,www.famu.edu,www.famu.edu/index.cfm?FinancialAid&EstimatingCost(NPC),30.428554,-84.285644,0.489535579,20,948,7995,10707,0.0329,0.9368,0.0121,0.0078,0.0013,0.0001,0.0019,0.0071,0,0.0249,0.9432,0.0091,0.0017,0.0144,0.0075,0,0.0355,0.9426,0.0054,0.0004,0.0087,19395,0,19395,5785,17725,NULL,21378,0.1215,0.3795,0.6205,12.15
Austin Peay State University,Clarksville,TN,37044,www.apsu.edu,www.apsu.edu/apps/net-price-calculator/,36.533319,-87.354081,0.89265195,22,1010,9003,6658,0.6468,0.1983,0.0574,0.0154,0.0038,0.0021,0.0508,0.0038,0.0217,0,0,0,0,0,0.003,0.0638,0.6627,0.1895,0.0257,0.0083,0.047,19386,0,19386,7168,21664,NULL,14000,0.1602,0.4086,0.5914,16.02
Oakland University,Rochester Hills,MI,48309-4401,www.oakland.edu,www.oakland.edu/npc,42.67449,-83.220523,0.670019157,23,1070,16528,12002,0.7533,0.081,0.0299,0.0428,0.0036,0.001,0.0281,0.0181,0.0421,0.7634,0.0869,0.0378,0.0034,0.0171,0.012,0.1026,0.7653,0.0692,0.0321,0.0043,0.0144,19385,0,19385,10613,23873,NULL,17858,0.1597,0.418,0.582,15.97
University of Idaho,Moscow,ID,83844-2282,www.uidaho.edu,www.uidaho.edu/financialaid/universityofidahotuition,46.726894,-117.024296,0.67480916,24,1057,8162,8759,0.7725,0.0132,0.091,0.0131,0.008,0.0026,0.036,0.0441,0.0195,0.8127,0.0128,0.0231,0.0127,0.0593,0.0179,0.0477,0.8665,0.0066,0.0202,0.0136,0.0274,19381,0,19381,6784,20314,NULL,17500,0.2766,0.5396,0.4604,27.66
Truman State University,Kirksville,MO,63501-4221,www.truman.edu,netprice.truman.edu,40.188238,-92.580531,0.744810745,27,1226,5394,5812,0.8074,0.0367,0.0267,0.0206,0.0013,0.0009,0.0256,0.0651,0.0158,0.7863,0.0453,0.0242,0.0084,0.0243,0.0303,0.0447,0.855,0.0341,0.0181,0.0026,0.0153,19368,0,19368,7374,13438,NULL,17500,0.5675,0.4155,0.5845,56.75
Arkansas State University-Main Campus,Jonesboro,AR,72401,www2.astate.edu,www.astate.edu/a/finaid/tuition-fees/net-price-calculator/index.dot,35.842779,-90.680478,0.723948093,24,1088,9139,9289,0.7372,0.1448,0.0235,0.0074,0.0043,0.0013,0.0174,0.0556,0.0085,0,0,0,0,0,0.0138,0.0024,0.8414,0.1275,0.007,0.0024,0.0056,19359,0,19359,7720,13480,NULL,12316,0.202,0.4276,0.5724,20.2
Mississippi Valley State University,Itta Bena,MS,38941-1400,www.mvsu.edu,sutton2.mvsu.edu/npcalc.htm,33.514142,-90.341274,0.163291966,17,825,1813,2358,0.0303,0.9117,0.011,0.0055,0.0006,0,0,0,0.0408,0.0417,0.9323,0.0017,0.0013,0.0055,0,0.0055,0.0242,0.9673,0.0021,0,0.0008,19331,0,19331,5916,5916,NULL,18749,0.1278,0.4357,0.5643,12.78
South Dakota State University,Brookings,SD,57007-1898,www.sdstate.edu/,www.sdstate.edu/admissions/financing/calculator.cfm,44.31942,-96.783415,0.920124683,23,1068,10003,7448,0.8935,0.02,0.0195,0.0091,0.0086,0.001,0.019,0.0267,0.0026,0.8747,0.0097,0.0092,0.0193,0.0091,0.0089,0.0524,0.9189,0.0021,0.003,0.0118,0.003,19330,0,19330,7713,10485,NULL,15000,0.2919,0.4769,0.5231,29.19
West Liberty University,West Liberty,WV,26074,www.westliberty.edu/,https://www.westliberty.edu/financial-aid/net-price-calculator/,40.162473,-80.604054,0.723628692,21,965,2264,2606,0.8759,0.0495,0.0088,0.0062,0.0031,0.0004,0.0124,0.0119,0.0318,0.928,0.0375,0.0033,0.0017,0.0096,0.0065,0,0.9605,0.0223,0.0035,0.0019,0.0054,19324,0,19324,6415,13540,NULL,16750.5,0.1755,0.4125,0.5875,17.55
Florida Atlantic University,Boca Raton,FL,33431-0991,www.fau.edu/,www.fau.edu/admissions/npcalc.htm,26.372536,-80.102293,0.660264989,23,1058,24228,17496,0.4477,0.1965,0.2552,0.0395,0.002,0.0013,0.033,0.016,0.0088,0.5336,0.1822,0.0462,0.0035,0.2007,0.0546,0,0.6256,0.1536,0.0429,0.0044,0.119,19310,0,19310,4831,17276,NULL,12000,0.1707,0.435,0.565,17.07
University of South Florida-Main Campus,Tampa,FL,33620-9951,www.usf.edu,usfweb2.usf.edu/finaid/npc/npcalc.htm,28.056647,-82.415876,0.509441247,26,1161,30279,27384,0.5279,0.1097,0.2024,0.0622,0.0021,0.0028,0.0368,0.0422,0.0139,0.6152,0.1261,0.0666,0.0048,0.1546,0.0155,0.0159,0.6971,0.1112,0.0561,0.0036,0.1006,19306,0,19306,6410,17324,NULL,16500,0.3871,0.4535,0.5465,38.71
Norfolk State University,Norfolk,VA,23504-8000,www.nsu.edu,www.nsu.edu/financialaid,36.848262,-76.26393,0.656727015,18,866,5284,5890,0.0507,0.8336,0.0303,0.0055,0.0021,0.0019,0.0348,0.0034,0.0377,0.036,0.8773,0.0093,0.0023,0.0134,0.0058,0.0071,0.0603,0.9039,0.0066,0.0036,0.0127,19299,0,19299,7552,20236,NULL,21693,0.1757,0.3598,0.6402,17.57
Missouri State University-Springfield,Springfield,MO,65897,www.missouristate.edu,https://missouristate.studentaidcalculator.com/welcome.aspx,37.197983,-93.276821,0.850323222,24,1090,16177,14699,0.8114,0.0446,0.0338,0.0134,0.0056,0.0015,0.0316,0.0469,0.0113,0,0,0,0,0,0.0231,0.0369,0.8805,0.0248,0.0118,0.0115,0.0115,19251,0,19251,7008,13668,NULL,14500,0.31,0.4287,0.5713,31
Middle Tennessee State University,Murfreesboro,TN,37132,www.mtsu.edu,www.mtsu.edu/financialaid/npcalc/npcalc.htm,35.849139,-86.362094,0.720624399,22,1032,19928,17247,0.6596,0.207,0.0433,0.0258,0.0032,0.0011,0.0303,0.0211,0.0088,0,0,0,0,0,0.0082,0.0031,0.8441,0.1106,0.0159,0.0053,0.0126,19251,0,19251,7876,24124,NULL,14250,0.1993,0.465,0.535,19.93
Southern Oregon University,Ashland,OR,97520,www.sou.edu,sou.edu/enrollment/financial-aid/netprice.html,42.186467,-122.694034,0.773709264,23,1029,4397,4879,0.6316,0.0255,0.1019,0.0248,0.0139,0.0057,0.0584,0.025,0.1133,0.7825,0.0201,0.0457,0.0213,0.0498,0.024,0.076,0.8036,0.0092,0.034,0.0187,0.0344,19231,0,19231,7701,21279,NULL,17500,0.2178,0.4326,0.5674,21.78
University of Northern Colorado,Greeley,CO,80639,www.unco.edu,www.unco.edu/ofa/netpricecalc/,40.403178,-104.701721,0.708849445,22,1033,9104,10213,0.5633,0.0412,0.1727,0.0161,0.0034,0.0023,0.0342,0.0122,0.1547,0.7276,0.0375,0.0249,0.01,0.0975,0.0064,0.0421,0.7991,0.023,0.0439,0.0052,0.0804,19187,0,19187,7733,19277,NULL,14750,0.2694,0.363,0.637,26.94
Chicago State University,Chicago,IL,60628-1598,www.csu.edu,www.csu.edu/financialaid/netpricecalculator.htm,41.718813,-87.610344,0.299619358,18,870,3874,5060,0.0232,0.7367,0.0746,0.0054,0.0013,0.0003,0,0.0392,0.1193,0.0276,0.8548,0.0062,0.0015,0.0641,0.0006,0.0186,0.031,0.8962,0.0079,0.0018,0.0439,19120,0,19120,9846,16806,NULL,20700,0.0249,0.2845,0.7155,2.49
University of Hawaii at Manoa,Honolulu,HI,96822-2217,manoa.hawaii.edu,www.hawaii.edu/fas/basics/calculator.php,21.292648,-157.816607,0.788236856,23,1070,13667,11721,0.1782,0.0135,0.0943,0.3987,0.0017,0.0349,0.2516,0.0253,0.0018,0.2379,0.0149,0.6683,0.005,0.0281,0.053,0.0051,0.191,0.009,0.7266,0.0021,0.0131,19106,0,19106,10620,29412,NULL,13046,0.198,0.4528,0.5472,19.8
University of Colorado Denver/Anschutz Medical Campus,Denver,CO,80217-3364,www.ucdenver.edu/,www.ucdenver.edu/student-services/resources/CostsAndFinancing/tuition/Pages/NetPriceCalculator.aspx,39.74603,-104.999181,0.729916898,23,1055,10786,8093,0.5049,0.0485,0.1724,0.0974,0.0036,0.0013,0.0442,0.0952,0.0324,0.5963,0.0537,0.1054,0.0085,0.1173,0.0538,0.1519,0.5511,0.0382,0.0975,0.0104,0.0972,19096,0,19096,8500,22852,NULL,14000,0.1506,0.4702,0.5298,15.06
Baptist Memorial College of Health Sciences,Memphis,TN,38104,www.bchs.edu,www.bchs.edu,35.138415,-90.027501,0.537267081,24,1110,1169,432,0.5158,0.4251,0.0197,0.0188,0,0,0.0026,0,0.018,0.5923,0.3261,0.0187,0.0029,0.0157,0.0023,0.0116,0.7106,0.2523,0.0208,0,0.0023,19085,0,19085,10412,10412,NULL,20904,0.4314,0.0873,0.9127,43.14
University of Michigan-Flint,Flint,MI,48502-1950,www.umflint.edu,webapps.umflint.edu/NetPriceCalculator/npcalc.htm,43.018777,-83.688474,0.786392405,21,993,6565,5786,0.6778,0.1298,0.0375,0.0178,0.0073,0.0008,0.0294,0.0591,0.0405,0.6987,0.1411,0.0175,0.008,0.0291,0.0022,0.0769,0.7739,0.1066,0.0137,0.0088,0.0178,19079,0,19079,9694,18922,NULL,19000,0.0922,0.4006,0.5994,9.22
The University of Texas at San Antonio,San Antonio,TX,78249-1644,www.utsa.edu/,bluebook.utsa.edu/AttendanceCost.aspx,29.582418,-98.621386,0.759124088,22,1037,23815,16026,0.2607,0.0917,0.5086,0.0546,0.0019,0.0021,0.0303,0.0412,0.0089,0.3743,0.0927,0.0683,0.0042,0.4379,0.017,0,0.4194,0.0523,0.0346,0.0048,0.4719,19054,0,19054,7457,16507,NULL,15500,0.1076,0.5157,0.4843,10.76
Boise State University,Boise,ID,83725,www.boisestate.edu,financialaid.boisestate.edu/npcalc/npcalc.htm,43.604403,-116.205789,0.770023304,23,1042,16206,14756,0.7516,0.0166,0.1031,0.0201,0.0061,0.0036,0.0353,0.0408,0.0228,0.8046,0.0181,0.0346,0.0122,0.0659,0.0121,0.056,0.842,0.0106,0.022,0.0107,0.0466,19053,0,19053,6641,19493,NULL,15000,0.121,0.4733,0.5267,12.1
Adams State University,Alamosa,CO,81101,www.adams.edu,www.adams.edu/finaid/costs-to-attend.php,37.477238,-105.880943,0.65289548,20,955,2110,2080,0.5071,0.0706,0.318,0.0109,0.0152,0.0043,0.045,0,0.0289,0.4823,0.057,0.0192,0.0204,0.2925,0.0024,0.0202,0.637,0.0351,0.0125,0.0173,0.2755,19043,0,19043,8014,18814,NULL,10315,0.0941,0.5156,0.4844,9.41
California State Polytechnic University-Pomona,Pomona,CA,91768,www.cpp.edu,www.csumentor.edu/finaid/pais/,34.054273,-117.819019,0.518733043,24,1074,22269,16436,0.2023,0.0329,0.3864,0.2459,0.0019,0.0024,0.0397,0.0476,0.0409,0.2461,0.0348,0.2662,0.003,0.3178,0.0499,0.0922,0.2467,0.0324,0.3462,0.0052,0.2274,19042,0,19042,6904,18064,NULL,15000,0.1178,0.563,0.437,11.78
Southwest Minnesota State University,Marshall,MN,56258-5468,www.smsu.edu,www.mnscu.edu/admissions/calculator/southwestmsu.html,44.455023,-95.75983,0.669385536,21,990,2359,4148,0.8241,0.0411,0.036,0.0225,0.0059,0.0004,0.0229,0.0348,0.0123,0.8146,0.0302,0.0213,0.0031,0.0147,0.0335,0.4636,0.4754,0.0104,0.0094,0.0034,0.0043,19028,0,19028,8074,8074,NULL,14437,0.208,0.4277,0.5723,20.8
Appalachian State University,Boone,NC,28608,www.appstate.edu/,appstate.edu/npc/,36.214844,-81.680234,0.626610395,25,1148,16116,12112,0.8582,0.0308,0.0411,0.0156,0.0021,0.0006,0.0259,0.0083,0.0172,0,0,0,0,0,0.0059,0,0.9424,0.0295,0.0091,0.0037,0.0095,19017,0,19017,6553,19720,NULL,15502.5,0.4411,0.462,0.538,44.11
University of Utah,Salt Lake City,UT,84112-9008,www.utah.edu,npc.collegeboard.org/student/app/utah,40.762484,-111.846044,0.814211628,25,1131,22804,19718,0.7051,0.0136,0.1011,0.0545,0.005,0.0061,0.0368,0.0634,0.0146,0,0,0,0,0,0.0259,0.13,0.7641,0.0064,0.0381,0.0052,0.0303,18931,0,18931,7835,25057,NULL,12500,0.2437,0.5555,0.4445,24.37
Angelo State University,San Angelo,TX,76909,www.angelo.edu,www.collegeforalltexans.com/apps/CollegeMoney/,31.44145,-100.466495,0.824435883,21,976,5290,5773,0.5225,0.0841,0.3166,0.0087,0.0036,0.0017,0.0285,0.0331,0.0011,0,0,0,0,0,0.0118,0,0.7267,0.052,0.0104,0.0033,0.1959,18915,0,18915,6856,15544,NULL,11492,0.1439,0.4584,0.5416,14.39
University of Colorado Colorado Springs,Colorado Springs,CO,80918,www.uccs.edu,www.uccs.edu/ir/standard-reports/net-price-calculators.html,38.892735,-104.800296,0.924044002,24,1089,9310,4967,0.6733,0.0363,0.1549,0.0296,0.0047,0.0034,0.0684,0.0104,0.0189,0.7355,0.038,0.0486,0.0078,0.1037,0.0077,0.0312,0.7675,0.0407,0.0564,0.0091,0.0876,18890,0,18890,7462,17494,NULL,12000,0.2679,0.4757,0.5243,26.79
Southern Arkansas University Main Campus,Magnolia,AR,71753,WWW.SAUMAG.EDU,www.saumag.edu/netprice/,33.291195,-93.235087,0.714228617,21,989,2784,2781,0.6311,0.2856,0.0248,0.0065,0.0047,0.009,0.0079,0.0298,0.0007,0.62,0.3045,0.0115,0.0056,0.0203,0.0399,0,0.7202,0.2183,0.0029,0.0058,0.0129,18887,0,18887,7736,11186,NULL,9500,0.1815,0.435,0.565,18.15
Delta State University,Cleveland,MS,38733,www.deltastate.edu,npcalc.deltastate.edu/,33.747586,-90.73544,0.923387097,21,968,2778,3356,0.5914,0.3452,0.0122,0.0068,0.0011,0.0014,0.0068,0.0306,0.0043,0.5753,0.3865,0.0109,0.0016,0.009,0,0,0.7065,0.2834,0.0051,0.0024,0.0027,18887,0,18887,6562,6562,NULL,12000,0.151,0.3945,0.6055,15.1
Montana State University,Bozeman,MT,59717,www.montana.edu/,www.montana.edu/tuitioncalc/,45.666829,-111.049918,0.838466556,25,1128,13117,10441,0.8506,0.0066,0.0323,0.0091,0.0128,0.0013,0.03,0.0301,0.0272,0.8793,0.0053,0.0153,0.0281,0.0169,0.0224,0.077,0.8598,0.0034,0.0069,0.0185,0.012,18886,0,18886,6800,21391,NULL,13775,0.1961,0.5433,0.4567,19.61
Southern University and A & M College,Baton Rouge,LA,70813,www.subr.edu,web.subr.edu/index.php?id=1802,30.524558,-91.190105,0.536463536,19,910,5133,7769,0.0244,0.9382,0.0076,0.0023,0.001,0.0006,0.0125,0.0051,0.0084,0,0,0,0,0,0.012,0.0006,0.0125,0.9696,0.0039,0,0.0014,18882,0,18882,6630,8274,NULL,19750,0.06,0.355,0.645,6
Northern Michigan University,Marquette,MI,49855,www.nmu.edu,www.nmu.edu/financialaidtoolbox/PriceCalculators,46.558037,-87.403857,0.72094723,22,1010,7718,7575,0.8601,0.0253,0.0294,0.0054,0.0216,0.0013,0.0233,0.0098,0.0237,0,0,0,0,0,0.014,0.0333,0.9093,0.0121,0.0038,0.019,0.0084,18865,0,18865,9324,14556,NULL,14000,0.2169,0.4628,0.5372,21.69
Iowa State University,Ames,IA,50011-2030,www.iastate.edu,www.financialaid.iastate.edu/cost/net-price-calculator.php,42.026368,-93.648353,0.869068971,25,1145,28336,22087,0.765,0.0259,0.0449,0.0279,0.0023,0.0009,0.0216,0.0698,0.0415,0,0,0,0,0,0.0475,0.0427,0.84,0.0248,0.0249,0.0036,0.0164,18828,0,18828,7731,20617,NULL,19000,0.3947,0.5657,0.4343,39.47
Francis Marion University,Florence,SC,29506,www.fmarion.edu,www.collegeportraits.org/SC/fmarion/estimator/agree,34.192277,-79.655515,0.591114658,19,933,3249,2793,0.4521,0.4854,0.0157,0.0108,0.0031,0.0006,0.0095,0.0142,0.0086,0.4608,0.4753,0.0095,0.0065,0.0101,0.0229,0.0129,0.6369,0.309,0.0079,0.0054,0.005,18828,0,18828,9738,19004,NULL,19500,0.1538,0.3146,0.6854,15.38
Florida International University,Miami,FL,33199,www.fiu.edu,www.collegeportraits.org/FL/FIU/estimator/agree,25.757111,-80.377591,0.527781908,24,1089,39102,26222,0.0952,0.1215,0.671,0.0263,0.0007,0.0013,0.0228,0.0521,0.0092,0.1377,0.1192,0.035,0.0019,0.6468,0.0714,0.0039,0.1968,0.1446,0.0355,0.0018,0.5461,18784,0,18784,6497,18895,NULL,13149,0.2357,0.4427,0.5573,23.57
North Dakota State University-Main Campus,Fargo,ND,58108-6050,https://www.ndsu.edu,www.collegeportraits.org/ND/NDSU/estimator/agree,46.894523,-96.805689,0.827411168,24,1092,11763,8973,0.8703,0.0244,0.017,0.0135,0.0073,0.0007,0.02,0.0317,0.0151,0,0,0,0,0,0.0105,0,0.9544,0.0079,0.0114,0.0121,0.0037,18766,0,18766,7940,18969,NULL,15000,0.2517,0.5556,0.4444,25.17
